Unitats;UTM (X);Explotador/s;Denominació comercial;Superfície;Signatura;Inici d'activitat;Localitat;Municipi;Subgrup;Excepcions ratio turístic;Memoria descriptiva;Categoria;Hotel de ciutat;Places;Grup;Estat;UTM(Y);Direcció;longitude;latitude
119;522662.827633;CAPE COLOM HOTEL SA (A07819584);CAPE COLOM HOTEL;;H/1569;01/01/1966;Portocolom;FELANITX;Allotjaments;;;3 estrelles;;213;Hotel;Alta;4362518.92556;Carrer ASSUMPCIÓ, 14. 07670 Portocolom, FELANITX, Mallorca;3.2632533119788123;39.41188812416813
76;522557.96564;GANAS DE VIAJAR, SLU (B06783120);BV BELSANA;;H/1570;26/08/1966;Portocolom;FELANITX;Allotjaments;;;3 estrelles;;145;Hotel;Alta;4362701.63589;Carrer CHURRUCA, S/N. 07670 Portocolom, FELANITX, Mallorca;3.2620414009769334;39.41353720791514
32;;HOTEL SA COMA, CB (E57653156);SA COMA;;H/1572;01/01/1966;Banyalbufar;BANYALBUFAR;Allotjaments;;;3 estrelles;;66;Hotel;Alta;;Camí DES MOLI, 3. 07191 BANYALBUFAR, Mallorca;;
23;539416.41952;GRAN CAFE CORONA SL (B57960593);HOSTAL PORT CORONA;;H/1574;01/01/1967;Cala Rajada;CAPDEPERA;Allotjaments;;;2 estrelles;;46;Hostal residència;Alta;4395829.55427;Passeig COLON S/N, S/N. 07590 Cala Rajada, CAPDEPERA, Mallorca;3.459837694366632;39.71142029804171
17;478907.654982;LUIS MIGUEL CAÑADAS VILLA;JARDIN TORRERO;;H/1581;09/09/1966;Arenal (L´);LLUCMAJOR;Allotjaments;;;;;26;Fonda;Alta;4372057.147725;EUROPA, 1. 07620 Arenal (L´), LLUCMAJOR, Mallorca;2.75468793208054;39.49787278118124
97;477763.894633;VILADOT-IRAOLA SA (A08206005);LEMAN;0;H/1593;01/04/1967;Platja De Palma;PALMA;Allotjaments;;;4 estrelles;;189;Hotel;Alta;4374661.84764;Avinguda SON RIGO, 6. 07600 Platja De Palma, PALMA, Mallorca;2.7412986628887546;39.521313536788945
53;464907.258298;HOTEL BONSOL SA (A07118367);VILLAS BONSOL;;H/1596;01/06/1967;Cas Català-Illetes;CALVIÀ;Allotjaments;;;4 estrelles Superior;;106;Hotel;Alta;4376742.92513;Passeig D´ ILLETAS, 66. 07184 Cas Català-Illetes, CALVIÀ, Mallorca;2.5916138755532216;39.53963559850361
22;514388.706205;GELDMAN DEVELOPMENT, SL (B57987752);RESIDENCIA SANTIAGO MALLORCA;;H/1598;22/03/1967;Cala Figuera;SANTANYÍ;Allotjaments;;;2 estrelles;;43;Hotel;Alta;4353379.96751;BERNAREGGI, 37 planta BJS. 07659 Cala Figuera, SANTANYÍ, Mallorca;3.166944701863077;39.329717100881226
70;466094.388778;BE LIVE HOTELS, SLU (B38674792);BE LIVE ADULTS ONLY LA CALA;;H/16;12/05/1956;Cala Major;PALMA;Allotjaments;;;4 estrelles;;126;Hotel;Alta;4378262.62555;GAVINA, 4. 07015 Cala Major, PALMA, Mallorca;2.605351042733394;39.553376262902894
186;;CARIBBEAN SA (A07016447);IPANEMA BEACH;0;H/1602;14/03/1968;Arenal (L´);LLUCMAJOR;Allotjaments;;;4 estrelles;;363;Hotel;Alta;;Carrer ANTONI MARIA ALCOVER, 8. 07620 Arenal (L´), LLUCMAJOR, Mallorca;;
106;478992.705051;ARENALINE S.L (B57933160);AZULINE HOTEL BAHAMAS II;;H/1604;01/01/1967;Arenal (L´);LLUCMAJOR;Allotjaments;;;3 estrelles;;194;Hotel;Alta;4371915.62799;Avinguda EUROPA, 19. 07600 Arenal (L´), LLUCMAJOR, Mallorca;2.755681552620227;39.4965996998519
19;478654.156605;NENECAU HOTELS S.L. (B57476509);SB Arenal;;H/1607;24/04/1967;Platja De Palma;PALMA;Allotjaments;;;1 estrella;;38;Hostal residència;Alta;4373197.33251;Carrer DE GERMA BIANOR, 16. 07600 Platja De Palma, PALMA, Mallorca;2.7517031187821424;39.50814014927606
32;499620.30809;Bluewater Hotel, SL (B57904633);Bluewaterhotel;;H/1608;15/05/1967;Colònia De Sant Jordi;SES SALINES;Allotjaments;;;3 estrelles;;60;Hotel;Alta;4352242.79054;Passeig DE LA ROSA, 14. 07638 Colònia De Sant Jordi, SES SALINES, Mallorca;2.995595265570667;39.3195897970796
16;499422.548656;JAHISOMTOTS, SL (B57683302);DORIS;;H/1609;09/05/1967;Colònia De Sant Jordi;SES SALINES;Allotjaments;;;1 estrella;;31;Hostal;Alta;4352025.5867;ESTANQUES 56, S/N. 07638 Colònia De Sant Jordi, SES SALINES, Mallorca;2.9933012822514717;39.31763249359761
166;532835.522111;TURISTICAS GIRASOL SL (B07283070);GIRASOL;;H/1612;01/01/1967;Cala Millor;SANT LLORENÇ DES CARDASSAR;Allotjaments;;;4 estrelles;;324;Hotel;Alta;4383306.97291;DOFÍ, 8. 07560 Cala Millor, SANT LLORENÇ DES CARDASSAR, Mallorca;3.3824434616259853;39.59886877826869
80;539416.41952;ANTONIO CASTILLO MARQUES;AMOROS;;H/1613;11/05/1967;Cala Rajada;CAPDEPERA;Allotjaments;;;3 estrelles;;159;Hotel;Alta;4395829.55427;SES LLEGITIMES, 37. 07590 Cala Rajada, CAPDEPERA, Mallorca;3.459837694366632;39.71142029804171
208;539630.133683;HOTEL CALA LLITERAS SA (A07034523);CALA LLITERAS;;H/1614;01/01/1967;Cala Rajada;CAPDEPERA;Allotjaments;;;4 estrelles;;395;Hotel;Alta;4396650.84512;CALA LLITERAS, 9. 07590 Cala Rajada, CAPDEPERA, Mallorca;3.4623802446303076;39.718810188984904
47;537146.723051;HOTEL CALA GAT SL (B07660822);CALA GAT;;H/1615;07/04/1967;Cala Rajada;CAPDEPERA;Allotjaments;;;4 estrelles;;92;Hotel;Alta;4394795.02625;D´ES FAR, 5. 07590 Cala Rajada, CAPDEPERA, Mallorca;3.433301508955409;39.70220104496113
59;533037.236053;Kyrat Hoteles SL (B01836196);AMÀRAC;;H/1616;01/01/1967;Cala Millor;SON SERVERA;Allotjaments;;;4 estrelles;;111;Hotel;Alta;4383498.59167;Carrer VINYA DEL MAR, 1. 07560 Cala Millor, SON SERVERA, Mallorca;3.3848023785988444;39.60058754933994
66;498701.180122;HOTELERA CABO BLANCO SA (A07269327);CABO BLANCO;;H/1617;06/05/1967;Colònia De Sant Jordi;SES SALINES;Allotjaments;;;4 estrelles;;128;Hotel;Alta;4352553.48556;CARAVEL·LA, 2. 07638 Colònia De Sant Jordi, SES SALINES, Mallorca;2.9849320344817967;39.32238853438952
109;460288.963285;HOTELES BABILONIA SL (B07038193);AGUA BEACH;;H/1622;22/05/1967;Palmanova;CALVIÀ;Allotjaments;;;4 estrelles;;210;Hotel;Alta;4374898.07598;DE LA MAR, 26. 07181 Palmanova, CALVIÀ, Mallorca;2.5379809472326444;39.522811821217445
205;;COMPAÑIA HOTELERA FLORIDA SA (A07014277);FLORIDA;0;H/1623;03/05/1967;Magaluf;CALVIÀ;Allotjaments;Regularització de places;;4 estrelles;;410;Hotel;Alta;;Carrer TORRENOVA, 33. 07182 Magaluf, CALVIÀ, Mallorca;;
277;;INVERSIONES ULYSES, SL (B07693856);CASTELL DELS HAMS;;H/1630;05/06/1967;Portocristo;MANACOR;Allotjaments;;;4 estrelles;;513;Hotel;Alta;;Carretera PORTOCRISTO-MANACOR, KM 10. 07680 Portocristo, MANACOR, Mallorca;;
148;514300.933063;HOTELES FERRER SL (B07156458);HOTEL&SPA FERRER CONCORD;;H/1632;08/06/1967;Can Picafort;SANTA MARGALIDA;Allotjaments;;;4 estrelles;;288;Hotel;Alta;4401243.46338;Carrer ISAAC PERAL, 82. 07458 Can Picafort, SANTA MARGALIDA, Mallorca;3.166956615712188;39.76099127998158
38;477962.032505;HOTELLERIE MANAGEMANT ALCE, SL (B57965394);ALCE;;H/1633;24/05/1967;Arenal (L´);PALMA;Allotjaments;;;1 estrella;;76;Hostal residència;Alta;4374499.34009;Carrer PARCELAS, 14. 07610 Arenal (L´), PALMA, Mallorca;2.7436092187815317;39.519854376114466
132;478170.000821;FONERS ROOMS SL (B16654394);FONERS;;H/1635;16/10/1967;Platja De Palma;PALMA;Allotjaments;;;3 estrelles;;251;Hotel;Alta;4374256.75011;Carrer MISIO DE SANTA BARBARA, 8. 07610 Platja De Palma, PALMA, Mallorca;2.7460366702196874;39.517673838825964
148;531983.697789;GANAS DE VIAJAR, SLU (B06783120);07 Colombo;;H/1639;15/06/1967;L´Illot-Cala Morlanda;MANACOR;Allotjaments;;;3 estrelles;;285;Hotel;Alta;4379206.69547;Carrer LLUÇ, S/N. 07687 L´Illot-Cala Morlanda, MANACOR, Mallorca;3.3723245177925403;39.56195642152228
23;478880.606553;MEDITERRANEO SUN BALEARES SL (B57274086);LA MARINETA;;H/1644;28/03/1967;Arenal (L´);LLUCMAJOR;Allotjaments;;;1 estrella;;45;Hostal;Alta;4372690.50962;Carrer TRENCADORS, 1. 07620 Arenal (L´), LLUCMAJOR, Mallorca;2.754353262542481;39.50357902266972
40;476961.28872;EXPLOTACIONES HOTELERAS MIRALLES, SL (B16635963);SEASUN ANIRAM;0;H/1645;29/05/1967;Platja De Palma;PALMA;Allotjaments;Disposició transitòria primera de la Llei 6/2017 de 31 de juliol;;4 estrelles;;80;Hotel;Alta;4375637.46619;Carrer ALBATROS, 11. 07600 Platja De Palma, PALMA, Mallorca;2.731927207403824;39.53008313728065
23;504718.05076;ANTONIO MAURA 38,SL (B16555575);BOUTIQUE HOTEL ORIOLA;;H/1647;06/07/1967;Cala Sant Vicenç;POLLENÇA;Allotjaments;;;3 estrelles;;44;Hotel;Alta;4418647.24789;Carrer TORRENT DE CAN BOTANA, 35. 07469 Cala Sant Vicenç, POLLENÇA, Mallorca;3.055206524028971;39.91790723434786
20;501373.529538;MC HOTELES, SL (B57750986);MAR CALMA;;H/1648;06/07/1967;Port De Pollença;POLLENÇA;Allotjaments;;;4 estrelles;;39;Hotel;Alta;4414151.6686;FORMENTOR (CANTONADA C. ECÒNOM TORRES), S/N. 07470 POLLENÇA, Mallorca;3.016062391593701;39.877414263023084
64;455103.60436;LA FORTALEZA SANTA PONSA, S.L. (B44751527);PLAYAS DEL REY;;H/1650;25/08/1968;Santa Ponça;CALVIÀ;Allotjaments;;;3 estrelles;;120;Hotel;Alta;4373831.26467;Avinguda JAUME I, 76. 07180 Santa Ponça, CALVIÀ, Mallorca;2.4777259663274616;39.51294424535246
191;498909.091039;COMPAÑIA HOTELERA SANT JORDI SA (A07015597);MARQUES;;H/1652;07/07/1967;Colònia De Sant Jordi;SES SALINES;Allotjaments;;;4 estrelles;;383;Hotel;Alta;4352868.35005;MOLI DE SA SAL, S/N. 07638 Colònia De Sant Jordi, SES SALINES, Mallorca;2.9873435546421043;39.32522601984084
21;533627.9341;SON LLUC SA (A07086515);LA LUNA;;H/1653;30/03/1967;Cala Bona;SON SERVERA;Allotjaments;;;2 estrelles;;42;Hotel;Alta;4384877.20745;Carrer XALOC, S/N. 07559 Cala Bona, SON SERVERA, Mallorca;3.391752398284441;39.61298617009103
193;532747.885689;JUMARI, SA (A07084940);SAID;;H/1654;01/01/1969;Cala Millor;SANT LLORENÇ DES CARDASSAR;Allotjaments;;;4 estrelles;;367;Hotel;Alta;4383239.94741;BON TEMPS S/N, S/N. 07560 Cala Millor, SANT LLORENÇ DES CARDASSAR, Mallorca;3.3814194472708663;39.598268218362875
143;455355.747054;EXPLOTACIONES IBIMAR SL (B07986292);REVERENCE LIFE HOTEL;0;H/1659;17/08/1967;Santa Ponça;CALVIÀ;Allotjaments;Disposició Transitòria Decret Llei 3/2014, de 5 de desembre;;4 estrelles;;286;Hotel;Alta;4373845.05075;Carrer LISBOA, 4. 07180 Santa Ponça, CALVIÀ, Mallorca;2.480658071832745;39.513081599983366
29;459547.524699;COMPAÑIA HOTELERA FLORIDA SA (A07014277);FLORIDITA;0;H/1662;06/07/1967;Magaluf;CALVIÀ;Allotjaments;;;1 estrella;;58;Hostal residència;Alta;4373292.51704;Carrer LLEVANT, 6. 07182 Magaluf, CALVIÀ, Mallorca;2.5294525443547675;39.508310726584604
19;478604.319604;MARCOS DE COLONIA SL (B57742025);PLAYA DE PALMA;;H/1674;12/08/1967;Platja De Palma;PALMA;Allotjaments;;;1 estrella;;34;Hostal residència;Alta;4373367.78171;FERRAN  ALZAMORA, 10. 07600 PALMA, Mallorca;2.7511179359941043;39.50967473929319
154;478870.959598;INVERSIONES SOLTUR, S.A. (A87509329);DON PEPE;;H/1677;01/01/1967;Arenal (L´);LLUCMAJOR;Allotjaments;;;3 estrelles Superior;;297;Hotel;Alta;4372568.40641;Carrer SAN CRISTOBAL, 43, S/N. 07600 Arenal (L´), LLUCMAJOR, Mallorca;2.75424493156506;39.50247857535366
210;538841.537494;NA TACONERA HOTEL SA (A07020514);Na Taconera Sport & Relax;0;H/1682;29/08/1967;Font De La Cala;CAPDEPERA;Allotjaments;;;4 estrelles;;414;Hotel;Alta;4391954.17313;Avinguda CANYAMEL, S/N. 07589 Font De La Cala, CAPDEPERA, Mallorca;3.4529029864860816;39.67652949120558
54;478931.25805;MLL BEST HOTELS MANAGEMENTS, S.L.U. (B07734171);SAHARA;;H/1685;06/08/1979;Platja De Palma;PALMA;Allotjaments;;;3 estrelles;;69;Hotel;Alta;4373172.16691;CANONGE MATEU ROTGER, S/N. 07600 PALMA, Mallorca;2.7549271578766583;39.507920234029775
16;514602.665518;VIROT MARBLAU SL (B57495483);MAR BLAU;;H/1706;09/02/1968;Cala Figuera;SANTANYÍ;Allotjaments;;;;;33;Fonda;Alta;4353329.60914;Carrer ESGLESIA, 24. 07659 Cala Figuera, SANTANYÍ, Mallorca;3.169426055804376;39.32925974457143
209;455569.582807;AMLA EXPLOTACIONES TURISTICAS, SA (A83791558);PLAYA SANTA PONSA;;H/1710;04/04/1968;Santa Ponça;CALVIÀ;Allotjaments;;;3 estrelles;;380;Hotel;Alta;4374216.57861;Carrer PUIG DES TEIX, 4. 07180 Santa Ponça, CALVIÀ, Mallorca;2.4831206978690834;39.516440222220574
164;;HOTEL LAS GAVIOTAS SL (B07027667);LAS GAVIOTAS SUITES HOTEL & SPA;;H/1716;17/06/1969;Platja De Muro;MURO;Allotjaments;;;4 estrelles;;391;Hotel;Alta;;DE LA ALBUFERA, 51;;
28;506879.84256;HOTEL RESTAURANTE LA GOLETA, S.L. (B57852063);LA GOLETA HOTEL DE MAR;;H/1723;06/07/1967;Port De Pollença;POLLENÇA;Allotjaments;;;4 estrelles;;56;Hotel;Alta;4417025.57294;Carrer SARALEGUI, 118. 07470 Port De Pollença, POLLENÇA, Mallorca;3.0804848087217938;39.90328124921856
178;478724.978074;Hotels & Resorts Blue Sea Management, SL (B57817215);Hotel Blue Sea Mediodía;;H/1725;01/01/1968;Arenal (L´);LLUCMAJOR;Allotjaments;;;3 estrelles;;339;Hotel;Alta;4372607.19803;Carrer SANT CRISTOFOL, 13. 07600 Arenal (L´), LLUCMAJOR, Mallorca;2.75254577359934;39.502824505670084
184;460624.488068;HOPI SA (A07263015);CORAL PLAYA;;H/1726;01/01/1968;Magaluf;CALVIÀ;Allotjaments;;;4 estrelles;;358;Hotel;Alta;4373454.23123;TORRENOVA, 41. 07181 Magaluf, CALVIÀ, Mallorca;2.5419699482920106;39.5098178426006
133;478925.178152;FERGUSDOR S.L. (B57813610);TORRE AZUL & SPA;;H/1729;01/01/1968;Arenal (L´);LLUCMAJOR;Allotjaments;;;4 estrelles;;253;Hotel;Alta;4372172.66562;SANT BARTOMEU, 24. 07600 Arenal (L´), LLUCMAJOR, Mallorca;2.7548880757451952;39.49891408512363
8;454585.694735;JOHN PAGUERA SL (B07150386);Hostal Villa Sense;;H/1730;06/04/1968;Peguera;CALVIÀ;Allotjaments;;;1 estrella;;15;Hostal;Alta;4381327.7053;Carrer TALAIA, 5. 07160 Peguera, CALVIÀ, Mallorca;2.4711889754788414;39.580460887881166
30;452774.097613;INSTALACIONES HOTELERAS COLUMBUS SA (A07017023);VILLA COLUMBUS;;H/1731;31/05/1968;Peguera;CALVIÀ;Allotjaments;;;2 estrelles;;51;Hostal residència;Alta;4376816.16447;PALMIRA, 12 planta BJS. 07160 Peguera, CALVIÀ, Mallorca;2.450416282170725;39.53971367362993
18;452789.069889;CATALINA JAUME AMENGUAL;SUTIMAR;;H/1732;03/05/1968;Peguera;CALVIÀ;Allotjaments;;;3 estrelles;;36;Hostal residència;Alta;4376721.32706;PALMIRA, 9, S/N. 07160 Peguera, CALVIÀ, Mallorca;2.45059724908372;39.53886000226043
160;539416.41952;INDUSTRIAS TURISTICAS LEVANTE MALLORQUIN SA (A07018963);ALONDRA;;H/1736;24/04/1968;Cala Rajada;CAPDEPERA;Allotjaments;;;3 estrelles;;290;Hotel;Alta;4395829.55427;Carrer D´ES FARALLO, 5. 07590 Cala Rajada, CAPDEPERA, Mallorca;3.459837694366632;39.71142029804171
221;478832.320373;HOTEL LUNA PARK, SL (B07042823);LUNA;0;H/1738;01/04/1968;Arenal (L´);LLUCMAJOR;Allotjaments;;;3 estrelles;;421;Hotel;Alta;4372030.16932;Carrer MOSSEN ANTONI MARIA ALCOVER, 8. 07600 Arenal (L´), LLUCMAJOR, Mallorca;2.753812626752859;39.49762784036115
15;478829.205142;ISABEL FERNANDA SIRI CARVALLO;MAR DEL PLATA;;H/1739;26/04/1968;Platja De Palma;PALMA;Allotjaments;;;1 estrella;;30;Hostal residència;Alta;4373011.15131;MILITAR, 252. 07600 PALMA, Mallorca;2.7537452038130747;39.50646689677245
30;470396.11775;Mateo Jaume Ponseti;JAIME JAUME;;H/174;01/01/1949;Palma;PALMA;Allotjaments;;;1 estrella;;51;Hostal residència;Alta;4381466.8296;FRA LLUIS JAUME, 62. 07004 PALMA, Mallorca;2.6552777530254517;39.58240636903767
167;478599.228063;DUNAS BLANCAS SA (A07017239);HM Dunas Blancas.;;H/1742;01/01/1968;Platja De Palma;PALMA;Allotjaments;;;4 estrelles;;322;Hotel;Alta;4373321.65172;Carrer TRASIMENO, 12. Platja De Palma, PALMA, Mallorca;2.751060193192474;39.50925895907373
107;539416.41952;HERMANOS NICOLAU SA (A07051469);BELLA MAR;;H/1747;01/01/1968;Cala Rajada;CAPDEPERA;Allotjaments;;;3 estrelles;;198;Hotel;Alta;4395829.55427;MENDEZ NUÑEZ, 11. 07590 Cala Rajada, CAPDEPERA, Mallorca;3.459837694366632;39.71142029804171
12;539416.41952;ANTONIA MOLINA MEJIAS;C´AN GALLU;;H/1748;23/04/1968;Cala Rajada;CAPDEPERA;Allotjaments;;;1 estrella;;23;Hostal residència;Alta;4395829.55427;JUAN SEBASTIAN ELCANO,63, S/N. 07590 Cala Rajada, CAPDEPERA, Mallorca;3.459837694366632;39.71142029804171
229;532931.11682;HOTEL SABINA SA (A07007826);SABINA SUITES;0;H/1749;01/01/1968;Cala Millor;SON SERVERA;Allotjaments;;;4 estrelles;;444;Hotel;Alta;4.383595477E9;Carrer NA PEÑAL, S/N. 07560 Cala Millor, SON SERVERA, Mallorca;-177.38882365859263;-40.53157333539034
174;;HOTEL FARRUTX SA (A07025554);FARRUTX;;H/1751;01/01/1968;Can Picafort;SANTA MARGALIDA;Allotjaments;;;4 estrelles;;349;Hotel;Alta;;MIQUEL DEL SANTS OLIVER, 3;;
11;;SERVICIOS Y CONSTRUCCIONES MADEIRA SA (A07248354);SA ROQUETA;;H/1752;04/05/1968;Can Picafort;SANTA MARGALIDA;Allotjaments;;;2 estrelles;;21;Hotel;Alta;;SILENCI, 18;;
251;514298.4461945;HOTEL SON BAULO, CB (E07144785);SON BAULO;;H/1758;21/05/1968;Can Picafort;SANTA MARGALIDA;Allotjaments;;;3 estrelles;;477;Hotel;Alta;4400932.14269;Carrer RONDA DEL TORRENTE, 1. 07458 Can Picafort, SANTA MARGALIDA, Mallorca;3.1669208107523508;39.758186278975856
100;512962.806353;LINDA MAR SL (B07452725);JS HOTEL CAN PICAFORT;;H/1759;01/01/1968;Can Picafort;SANTA MARGALIDA;Allotjaments;;;3 estrelles;;185;Hotel;Alta;4401858.240515;Carrer VIA ALEMANYA, 2. 07458 Can Picafort, SANTA MARGALIDA, Mallorca;3.151346800891174;39.76655192685486
210;478840.502627;HOTELES MANILA SA (A07018831);IPANEMA PARK;;H/1760;27/05/1968;Arenal (L´);LLUCMAJOR;Allotjaments;;;3 estrelles;;409;Hotel;Alta;4372040.32305;Carrer MOSSEN ANTONI MARIA ALCOVER, 11. 07620 Arenal (L´), LLUCMAJOR, Mallorca;2.7539074657362876;39.497719532015104
272;459894.184252;AYOSA HOTELES, SL (B57815656);INNSIDE BY MELIA CALVIA BEACH;0;H/1761;27/05/1968;Magaluf;CALVIÀ;Allotjaments;;;4 estrelles;;594;Hotel;Alta;4373141.21858;Passeig MAGALLUF, S/N. 07181 Magaluf, CALVIÀ, Mallorca;2.5334939148821243;39.50696373659676
156;513041.470584;HOTEL YATE, SL (B07048952);JS HOTEL YATE;0;H/1763;06/04/1968;Can Picafort;SANTA MARGALIDA;Allotjaments;;;4 estrelles;;296;Hotel;Alta;4401862.85669;Carrer VIA FRANÇA, 12. 07458 Can Picafort, SANTA MARGALIDA, Mallorca;3.152265330997749;39.766592317984575
239;478889.627717;ARENALINE S.L (B57933160);AZULINE HOTEL BAHAMAS;;H/1764;01/01/1968;Arenal (L´);LLUCMAJOR;Allotjaments;;;3 estrelles;;468;Hotel;Alta;4372100.00921;Avinguda D´EUROPA,S/N, S/N. 07620 Arenal (L´), LLUCMAJOR, Mallorca;2.7544769111773624;39.4982585421137
10;532966.346182;THE CROWN CALA MILLOR, S.L. (B57179525);SOL Y LUNA CALA MILLOR;;H/1765;30/04/1968;Cala Millor;SON SERVERA;Allotjaments;;;;;20;Casa d´hostes;Alta;4383864.92685;Avinguda JOAN SERVERA CAMPS, 23. 07560 Cala Millor, SON SERVERA, Mallorca;3.3839949327032945;39.60389104130848
145;498800.610566;IBEROSTAR MANAGEMENT SA (A07816481);Iberostar Selection Es Trenc;0;H/1774;01/01/1968;Colònia De Sant Jordi;SES SALINES;Allotjaments;;;5 estrelles;;290;Hotel;Alta;4352081.88868;Plaça CRISTOFOL COLON, S/N. 07638 Colònia De Sant Jordi, SES SALINES, Mallorca;2.98608639616372;39.3181391843594
97;533445.341089;SERVERA SL (B07020191);ATOLON;4369;H/1775;01/01/1968;Cala Bona;SON SERVERA;Allotjaments;Disposició Transitòria Decret Llei 3/2014, de 5 de desembre;;4 estrelles;;194;Hotel;Alta;4384289.81452;Passeig MARITIM, 42. 07559 Cala Bona, SON SERVERA, Mallorca;3.3895956412642203;39.607700794601215
60;453453.599723;MIMAGO SL (B07622368);MORLANS;;H/1780;17/05/1968;Peguera;CALVIÀ;Allotjaments;;;3 estrelles;;110;Hotel;Alta;4376560.95367;GAVINES, 16. 07160 Peguera, CALVIÀ, Mallorca;2.45834141659017;39.53745131233633
26;452729.584241;Ca Sa Madona, S.L. (B75738427);Ca Sa Madona;;H/1781;01/01/1968;Peguera;CALVIÀ;Allotjaments;;;2 estrelles;;52;Hostal residència;Alta;4376640.09738;MALGRAT, 2. 07160 Peguera, CALVIÀ, Mallorca;2.4499108103804;39.538124840395156
36;455737.237711;Balear Hospitality Management Group, S.L. (B56611783);GOLF BEACH;;H/1783;06/06/1968;Santa Ponça;CALVIÀ;Allotjaments;;;2 estrelles;;69;Hotel;Alta;4374185.13318;Avinguda REI JAUME I, 106. 07180 Santa Ponça, CALVIÀ, Mallorca;2.4850731216954642;39.51616554794078
206;511474.252842;Hotels & Resorts Blue Sea Management, SL (B57817215);PISCIS;;H/1785;23/07/1968;Port D´Alcúdia;ALCÚDIA;Allotjaments;;;3 estrelles;;392;Hotel;Alta;4410337.59676;Carrer TEODOR CANET, 41. 07410 Port D´Alcúdia, ALCÚDIA, Mallorca;3.134115644402713;39.84297298679203
210;513077.164254;Hotel Nordeste, SA (A07029655);NORDESTE PLAYA;0;H/1786;07/06/1968;Can Picafort;SANTA MARGALIDA;Allotjaments;;;3 estrelles;;414;Hotel;Alta;4401933.78737;Carrer VIA FRANÇA, 10. 07458 Can Picafort, SANTA MARGALIDA, Mallorca;3.152683481731536;39.76723086547046
13;519558.462405;HOMERTI, SLU (B57725764);LA CEIBA;;H/1787;12/06/1968;Cala D´Or;SANTANYÍ;Allotjaments;;;2 estrelles;;26;Hostal residència;Alta;4357951.79268;Avinguda CALONGE, 2. 07660 Cala D´Or, SANTANYÍ, Mallorca;3.227059608256278;39.370811164658576
216;536639.913567;;AluaSoul Carolina;0;H/1788;10/06/1968;Font De La Cala;CAPDEPERA;Allotjaments;Regularització de places que finalment s´ha d´autoritzar;;4 estrelles;;411;Hotel;Alta;4394218.80233;Avinguda PROVENÇALS,FONT DE SA CALA, S/N. 07590 Font De La Cala, CAPDEPERA, Mallorca;3.4273579135649506;39.69703116581444
137;498758.579374;TRES PLAYAS OPERATIONS, S.L.U. (B67970517);TRES PLAYAS;;H/1793;01/01/1968;Colònia De Sant Jordi;SES SALINES;Allotjaments;;;4 estrelles;;257;Hotel;Alta;4352717.20125;Carrer ESMERALDA, 6. 07638 Colònia De Sant Jordi, SES SALINES, Mallorca;2.985597636379633;39.323863837167224
25;452799.999325;HOSTAL VILLA CATI, SL (B57782526);VILLA CATI;;H/1794;21/06/1968;Peguera;CALVIÀ;Allotjaments;;;2 estrelles;;39;Hostal;Alta;4376733.48516;PALMIRA, 8, S/N. 07160 Peguera, CALVIÀ, Mallorca;2.4507235680993102;39.538970149100734
30;453317.691456;MIMAGO SL (B07622368);Morlans Garden 4;;H/1795;21/06/1968;Peguera;CALVIÀ;Allotjaments;;;3 estrelles;;60;Hotel;Alta;4376546.51839;Carrer GAVIOTAS, 13. 07160 Peguera, CALVIÀ, Mallorca;2.456760938047909;39.5373138683576
98;524762.183362;Explotaciones Rosotel, SL (B66996372);Hotel Fona Mallorca;;H/1796;01/01/1969;Illot (L´);SANT LLORENÇ DES CARDASSAR;Allotjaments;;;4 estrelles;;185;Hotel;Alta;4385136.27426;Carrer GREGAL, 19. 07687 Illot (L´), SANT LLORENÇ DES CARDASSAR, Mallorca;3.2884809771700825;39.61562278365187
185;460011.556671;AMLA EXPLOTACIONES TURISTICAS, SA (A83791558);GLOBALES PALMANOVA PALACE;;H/1800;21/06/1968;Palmanova;CALVIÀ;Allotjaments;;;4 estrelles;;361;Hotel;Alta;4375043.37634;Carrer MIGUEL DE LOS SANTOS OLIVER, 15. 07181 Palmanova, CALVIÀ, Mallorca;2.534744816641154;39.524108141707906
101;478880.715889;CRYSTAL CIRCUS, SL (B07508997);MANAUS;;H/1802;02/07/1968;Arenal (L´);LLUCMAJOR;Allotjaments;;;3 estrelles;;195;Hotel;Alta;4371976.29912;Carrer JOSEP MARIA QUADRADO, 7. 07600 Arenal (L´), LLUCMAJOR, Mallorca;2.7543771866771083;39.49714363318809
39;539416.41952;MARIA FERRER MESTRE;MONTESOL;;H/1805;07/06/1968;Cala Rajada;CAPDEPERA;Allotjaments;;;2 estrelles;;75;Hostal;Alta;4395829.55427;MONTURIOL, 71. 07590 Cala Rajada, CAPDEPERA, Mallorca;3.459837694366632;39.71142029804171
148;452576.459075;HOTELERA SAN VALENTIN SA (A07019227);VALENTIN PAGUERA;0;H/1807;05/07/1968;Peguera;CALVIÀ;Allotjaments;;;3 estrelles;;294;Hotel;Alta;4376809.26222;Carrer PERAL, 3. 07160 Peguera, CALVIÀ, Mallorca;2.448116888452373;39.539640586605344
